party,result,council
"Політична партія ""Об’єднання ""САМОПОМІЧ""",  14.71,"Хмельницька обл., Славутська міська рада"
"ПОЛІТИЧНА ПАРТІЯ ""ЗА КОНКРЕТНІ СПРАВИ"" ",  11.76,"Хмельницька обл., Славутська міська рада"
"політична партія Всеукраїнське об’єднання ""Свобода""",  14.71,"Хмельницька обл., Нетішинська міська рада"
"ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКИЙ РУХ ""НАРОДНИЙ КОНТРОЛЬ"" ",  14.71,"Хмельницька обл., Нетішинська міська рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  14.71,"Хмельницька обл., Нетішинська міська рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  11.76,"Хмельницька обл., Нетішинська міська рада"
"політична партія Всеукраїнське об’єднання ""Свобода""",  16.67,"Хмельницька обл., Кам'янець-Подільська міська рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  16.67,"Хмельницька обл., Кам'янець-Подільська міська рада"
"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",   8.33,"Хмельницька обл., Кам'янець-Подільська міська рада"
"Політична Партія ""Опозиційний блок""",  16.67,"Херсонська обл., Новокаховська міська рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  16.67,"Херсонська обл., Новокаховська міська рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  11.11,"Херсонська обл., Новокаховська міська рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  23.53,"Херсонська обл., Каховська міська рада"
"Політична партія ""Об’єднання ""САМОПОМІЧ""",  14.71,"Херсонська обл., Каховська міська рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  11.76,"Херсонська обл., Каховська міська рада"
Радикальна партія Олега Ляшка,   8.82,"Херсонська обл., Каховська міська рада"
"Політична партія ""Наш край""",  16.67,"Херсонська обл., Херсонська міська рада"
"Політична Партія ""Опозиційний блок""",  16.67,"Херсонська обл., Херсонська міська рада"
"Політична партія ""Об’єднання ""САМОПОМІЧ""",  12.96,"Херсонська обл., Херсонська міська рада"
"Політична партія ""Наш край""",  19.23,"Херсонська обл., Голопристанська міська рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  19.23,"Херсонська обл., Голопристанська міська рада"
Радикальна партія Олега Ляшка,  11.54,"Херсонська обл., Голопристанська міська рада"
"Політична Партія ""Опозиційний блок""",  11.54,"Херсонська обл., Голопристанська міська рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  25.00,"Черкаська обл., Уманська міська рада"
"політична партія Всеукраїнське об’єднання ""Свобода""",  11.11,"Черкаська обл., Уманська міська рада"
"Політична партія ""Об’єднання ""САМОПОМІЧ""",   8.82,"Хмельницька обл., Шепетівська міська рада"
"ПОЛІТИЧНА ПАРТІЯ ""СИЛА ГРОМАД""",   5.88,"Хмельницька обл., Шепетівська міська рада"
"політична партія Всеукраїнське об’єднання ""Свобода""",  11.76,"Хмельницька обл., Славутська міська рада"
Радикальна партія Олега Ляшка,   8.82,"Хмельницька обл., Славутська міська рада"
"ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКИЙ РУХ ""НАРОДНИЙ КОНТРОЛЬ"" ",   5.88,"Хмельницька обл., Славутська міська рада"
"ПОЛІТИЧНА ПАРТІЯ ""ЗА КОНКРЕТНІ СПРАВИ"" ",   8.82,"Хмельницька обл., Нетішинська міська рада"
"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",   5.88,"Хмельницька обл., Нетішинська міська рада"
"ПОЛІТИЧНА ПАРТІЯ ""ЗА КОНКРЕТНІ СПРАВИ"" ",   8.33,"Хмельницька обл., Кам'янець-Подільська міська рада"
"Політична партія ""Рідне місто""",   8.33,"Хмельницька обл., Кам'янець-Подільська міська рада"
Радикальна партія Олега Ляшка,   8.33,"Хмельницька обл., Кам'янець-Подільська міська рада"
"Політична партія ""Совість України""",  11.11,"Херсонська обл., Новокаховська міська рада"
"Політична партія ""Наш край""",   8.33,"Херсонська обл., Новокаховська міська рада"
"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",   8.33,"Херсонська обл., Новокаховська міська рада"
"Партія ""Відродження""",   5.88,"Херсонська обл., Каховська міська рада"
"Політична партія ""Союз Лівих Сил""",   5.88,"Херсонська обл., Каховська міська рада"
"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",   5.88,"Херсонська обл., Каховська міська рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  11.11,"Херсонська обл., Херсонська міська рада"
"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",   9.26,"Херсонська обл., Херсонська міська рада"
"політична партія Всеукраїнське об’єднання ""Свобода""",   7.41,"Херсонська обл., Херсонська міська рада"
"політична партія Всеукраїнське об’єднання ""Свобода""",   7.69,"Херсонська обл., Голопристанська міська рада"
"Українська партія ""Єдність""",  47.06,"Миколаївська обл., Южноукраїнська міська рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  25.00,"Миколаївська обл., Первомайська міська рада"
"Політична Партія ""Опозиційний блок""",  19.23,"Миколаївська обл., Очаківська міська рада"
"Політична партія ""Об’єднання ""САМОПОМІЧ""",   8.33,"Черкаська обл., Уманська міська рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",   8.33,"Черкаська обл., Уманська міська рада"
"Політична партія ""Наш край""",   8.33,"Черкаська обл., Уманська міська рада"
"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",   5.56,"Черкаська обл., Уманська міська рада"
"Політична Партія ""Опозиційний блок""",  20.59,"Миколаївська обл., Вознесенська міська рада"
"Політична Партія ""Опозиційний блок""",  48.15,"Миколаївська обл., Миколаївська міська рада"
"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",   2.94,"Хмельницька обл., Славутська міська рада"
"політична партія Всеукраїнське об’єднання ""Свобода""",  30.95,"Тернопільська обл., Тернопільська міська рада"
"Партія ""Відродження""",   5.56,"Хмельницька обл., Кам'янець-Подільська міська рада"
Народна Партія,   5.56,"Хмельницька обл., Кам'янець-Подільська міська рада"
"Партія ""Відродження""",   5.56,"Херсонська обл., Новокаховська міська рада"
Радикальна партія Олега Ляшка,   5.56,"Херсонська обл., Херсонська міська рада"
"Політична Партія ""Опозиційний блок""",  11.76,"Миколаївська обл., Южноукраїнська міська рада"
"Політична партія ""Наш край""",  11.76,"Миколаївська обл., Южноукраїнська міська рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  11.76,"Миколаївська обл., Южноукраїнська міська рада"
"Політична Партія ""Опозиційний блок""",  19.44,"Миколаївська обл., Первомайська міська рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  19.44,"Миколаївська обл., Первомайська міська рада"
"Політична партія ""Наш край""",  16.67,"Миколаївська обл., Первомайська міська рада"
"Політична партія ""Наш край""",  19.23,"Миколаївська обл., Очаківська міська рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  19.23,"Миколаївська обл., Очаківська міська рада"
"Політична партія ""Нова держава""",  15.38,"Миколаївська обл., Очаківська міська рада"
"Партія ""Відродження""",  11.54,"Миколаївська обл., Очаківська міська рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  11.54,"Миколаївська обл., Очаківська міська рада"
"Партія ""Відродження""",  14.71,"Миколаївська обл., Вознесенська міська рада"
"Політична партія ""Наш край""",  14.71,"Миколаївська обл., Вознесенська міська рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  14.71,"Миколаївська обл., Вознесенська міська рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  11.76,"Миколаївська обл., Вознесенська міська рада"
"Політична партія ""Об’єднання ""САМОПОМІЧ""",  18.52,"Миколаївська обл., Миколаївська міська рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  16.67,"Миколаївська обл., Миколаївська міська рада"
"Політична партія ""Наш край""",  16.67,"Миколаївська обл., Миколаївська міська рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  16.67,"Тернопільська обл., Тернопільська міська рада"
"Політична партія ""Об’єднання ""САМОПОМІЧ""",  16.67,"Тернопільська обл., Тернопільська міська рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",   9.52,"Тернопільська обл., Тернопільська міська рада"
"Політична партія ""Громадянська позиція""",   9.52,"Тернопільська обл., Тернопільська міська рада"
"ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКИЙ РУХ ""НАРОДНИЙ КОНТРОЛЬ"" ",   9.52,"Тернопільська обл., Тернопільська міська рада"
"Політична партія ""Сила людей""",  29.41,"Тернопільська обл., Чортківська міська рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  23.08,"Тернопільська обл., Кременецька міська рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  23.08,"Тернопільська обл., Бережанська міська рада"
"Політична партія ""Всеукраїнське об’єднання ""ЦЕНТР""",  50.00,"Харківська обл., Чугуївська міська рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  35.29,"Харківська обл., Первомайська міська рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",   5.88,"Миколаївська обл., Южноукраїнська міська рада"
"політична партія Всеукраїнське об’єднання ""Свобода""",   5.88,"Миколаївська обл., Южноукраїнська міська рада"
"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",   5.88,"Миколаївська обл., Южноукраїнська міська рада"
"Партія ""Відродження""",  35.29,"Харківська обл., Люботинська міська рада"
"Партія ""Відродження""",  58.82,"Харківська обл., Куп'янська міська рада"
"Партія ""Відродження""",   8.33,"Миколаївська обл., Первомайська міська рада"
"політична партія Всеукраїнське об’єднання ""Свобода""",   5.56,"Миколаївська обл., Первомайська міська рада"
"Політична партія ""Нова держава""",   5.56,"Миколаївська обл., Первомайська міська рада"
"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",   3.85,"Миколаївська обл., Очаківська міська рада"
Радикальна партія Олега Ляшка,   8.82,"Миколаївська обл., Вознесенська міська рада"
"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",   8.82,"Миколаївська обл., Вознесенська міська рада"
"Політична партія ""Національна Демократична партія України""",   5.88,"Миколаївська обл., Вознесенська міська рада"
Радикальна партія Олега Ляшка,   7.14,"Тернопільська обл., Тернопільська міська рада"
"політична партія Всеукраїнське об’єднання ""Свобода""",  20.59,"Тернопільська обл., Чортківська міська рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  17.65,"Тернопільська обл., Чортківська міська рада"
"Політична партія ""Об’єднання ""САМОПОМІЧ""",  11.76,"Тернопільська обл., Чортківська міська рада"
Радикальна партія Олега Ляшка,  11.76,"Тернопільська обл., Чортківська міська рада"
"політична партія Всеукраїнське об’єднання ""Свобода""",  23.08,"Тернопільська обл., Кременецька міська рада"
"ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКИЙ РУХ ""НАРОДНИЙ КОНТРОЛЬ"" ",  15.38,"Тернопільська обл., Кременецька міська рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  15.38,"Тернопільська обл., Кременецька міська рада"
"Політична партія ""ПАТРІОТ""",  15.38,"Тернопільська обл., Кременецька міська рада"
"Політична партія ""Громадянська позиція""",   7.69,"Тернопільська обл., Кременецька міська рада"
"політична партія Всеукраїнське об’єднання ""Свобода""",  15.38,"Тернопільська обл., Бережанська міська рада"
"Політична партія ""Об’єднання ""САМОПОМІЧ""",  15.38,"Тернопільська обл., Бережанська міська рада"
"ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКИЙ РУХ ""НАРОДНИЙ КОНТРОЛЬ"" ",  15.38,"Тернопільська обл., Бережанська міська рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  15.38,"Тернопільська обл., Бережанська міська рада"
Радикальна партія Олега Ляшка,   7.69,"Тернопільська обл., Бережанська міська рада"
"Політична партія ""Наш край""",  20.59,"Харківська обл., Чугуївська міська рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  14.71,"Харківська обл., Чугуївська міська рада"
"Партія ""Відродження""",   8.82,"Харківська обл., Чугуївська міська рада"
"Політична партія ""Нова держава""",   5.88,"Харківська обл., Чугуївська міська рада"
"Партія ""Відродження""",  20.59,"Харківська обл., Первомайська міська рада"
"Політична партія ""Наш край""",  17.65,"Харківська обл., Первомайська міська рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  14.71,"Харківська обл., Первомайська міська рада"
"ПОЛІТИЧНА ПАРТІЯ ""СОЦІАЛІСТИ""",   5.88,"Харківська обл., Первомайська міська рада"
"ПОЛІТИЧНА ПАРТІЯ ""ВОЛОНТЕРСЬКА ПАРТІЯ УКРАЇНИ""",   5.88,"Харківська обл., Первомайська міська рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  26.47,"Харківська обл., Люботинська міська рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  14.71,"Харківська обл., Люботинська міська рада"
"Політична партія ""Сила людей""",  11.76,"Харківська обл., Люботинська міська рада"
"Політична партія ""Громадянська позиція""",   5.88,"Харківська обл., Люботинська міська рада"
"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",   5.88,"Харківська обл., Люботинська міська рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  17.65,"Харківська обл., Куп'янська міська рада"
"Політична партія ""Наш край""",  11.76,"Харківська обл., Куп'янська міська рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",   5.88,"Харківська обл., Куп'янська міська рада"
"Партія ""Відродження""",  29.41,"Харківська обл., Ізюмська міська рада"
"Партія ""Відродження""",  67.86,"Харківська обл., Харківська міська рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",   8.82,"Тернопільська обл., Чортківська міська рада"
"Політична партія ""Громадянська позиція""",   7.69,"Тернопільська обл., Бережанська міська рада"
Партія ветеранів Афганістану,   5.88,"Харківська обл., Куп'янська міська рада"
"Політична партія ""Нові обличчя""",  26.47,"Харківська обл., Ізюмська міська рада"
"Політична партія ""Нова держава""",  14.71,"Харківська обл., Ізюмська міська рада"
"Політична партія ""Наш край""",   8.82,"Харківська обл., Ізюмська міська рада"
"Політична партія ""Об’єднання ""САМОПОМІЧ""",  15.48,"Харківська обл., Харківська міська рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",   8.33,"Харківська обл., Харківська міська рада"
"Політична партія ""Наш край""",   8.33,"Харківська обл., Харківська міська рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  16.67,"Черкаська обл., Смілянська міська рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  20.59,"Черкаська обл., Канівська міська рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  38.24,"Черкаська обл., Золотоніська міська рада"
Партія Пенсіонерів України,   8.82,"Харківська обл., Ізюмська міська рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",   5.88,"Харківська обл., Ізюмська міська рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",   5.88,"Харківська обл., Ізюмська міська рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  19.23,"Черкаська обл., Ватутінська міська рада"
"Партія ""Відродження""",  25.00,"Харківська обл., Лозівська міська рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  20.59,"Чернігівська обл., Прилуцька міська рада"
"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",  13.89,"Черкаська обл., Смілянська міська рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  13.89,"Черкаська обл., Смілянська міська рада"
Радикальна партія Олега Ляшка,  11.11,"Черкаська обл., Смілянська міська рада"
Партія ветеранів Афганістану,  14.71,"Черкаська обл., Канівська міська рада"
"політична партія Всеукраїнське об’єднання ""Свобода""",  14.71,"Черкаська обл., Канівська міська рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  11.76,"Черкаська обл., Канівська міська рада"
Радикальна партія Олега Ляшка,  11.76,"Черкаська обл., Канівська міська рада"
"Політична партія ""Європейська партія України""",  14.71,"Черкаська обл., Золотоніська міська рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  11.76,"Черкаська обл., Золотоніська міська рада"
Радикальна партія Олега Ляшка,   8.82,"Черкаська обл., Золотоніська міська рада"
"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",   8.82,"Черкаська обл., Золотоніська міська рада"
"політична партія Всеукраїнське об’єднання ""ЧЕРКАЩАНИ""",  15.38,"Черкаська обл., Ватутінська міська рада"
Партія ветеранів Афганістану,  15.38,"Черкаська обл., Ватутінська міська рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  15.38,"Черкаська обл., Ватутінська міська рада"
"Українська партія честі, боротьби з корупцією та організованою злочинністю",  11.54,"Черкаська обл., Ватутінська міська рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  16.67,"Харківська обл., Лозівська міська рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  13.89,"Харківська обл., Лозівська міська рада"
Партія промисловців і підприємців України,  11.11,"Харківська обл., Лозівська міська рада"
"Політична партія ""Нова держава""",   8.33,"Харківська обл., Лозівська міська рада"
Радикальна партія Олега Ляшка,   8.33,"Харківська обл., Лозівська міська рада"
Радикальна партія Олега Ляшка,  17.65,"Чернігівська обл., Прилуцька міська рада"
"політична партія Всеукраїнське об’єднання ""Свобода""",  14.71,"Чернігівська обл., Прилуцька міська рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  14.71,"Чернігівська обл., Прилуцька міська рада"
"Політична партія ""Наш край""",  11.76,"Чернігівська обл., Прилуцька міська рада"
"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",   8.82,"Чернігівська обл., Прилуцька міська рада"
"політична партія Всеукраїнське об’єднання ""Свобода""",  11.11,"Черкаська обл., Смілянська міська рада"
"ПОЛІТИЧНА ПАРТІЯ ""СИЛА ГРОМАД""",   8.33,"Черкаська обл., Смілянська міська рада"
"Політична партія ""ПАТРІОТ""",   8.33,"Черкаська обл., Смілянська міська рада"
Аграрна партія України,   8.33,"Черкаська обл., Смілянська міська рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  19.44,"Чернігівська обл., Ніжинська міська рада"
Партія Зелених України,   8.82,"Черкаська обл., Канівська міська рада"
"політична партія Всеукраїнське об’єднання ""ЧЕРКАЩАНИ""",   8.82,"Черкаська обл., Канівська міська рада"
"Політична Партія ""Опозиційний блок""",   8.82,"Черкаська обл., Канівська міська рада"
"політична партія Всеукраїнське об’єднання ""Свобода""",   8.82,"Черкаська обл., Золотоніська міська рада"
"політична партія Всеукраїнське об’єднання ""ЧЕРКАЩАНИ""",   8.82,"Черкаська обл., Золотоніська міська рада"
Радикальна партія Олега Ляшка,  11.54,"Черкаська обл., Ватутінська міська рада"
"Політична Партія ""Опозиційний блок""",   7.69,"Черкаська обл., Ватутінська міська рада"
"ПОЛІТИЧНА ПАРТІЯ ""ПАРТІЯ ПРОСТИХ ЛЮДЕЙ СЕРГІЯ КАПЛІНА""",   3.85,"Черкаська обл., Ватутінська міська рада"
"Політична партія ""Наш край""",   5.56,"Харківська обл., Лозівська міська рада"
"Політична партія ""Сила людей""",   5.56,"Харківська обл., Лозівська міська рада"
"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",   5.56,"Харківська обл., Лозівська міська рада"
Аграрна партія України,   5.88,"Чернігівська обл., Прилуцька міська рада"
"Політична Партія ""Опозиційний блок""",   5.88,"Чернігівська обл., Прилуцька міська рада"
"політична партія Всеукраїнське об’єднання ""ЧЕРКАЩАНИ""",   8.33,"Черкаська обл., Смілянська міська рада"
Радикальна партія Олега Ляшка,  16.67,"Чернігівська обл., Ніжинська міська рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  16.67,"Чернігівська обл., Ніжинська міська рада"
"Політична партія ""Об’єднання ""САМОПОМІЧ""",  13.89,"Чернігівська обл., Ніжинська міська рада"
"політична партія Всеукраїнське об’єднання ""Свобода""",  11.11,"Чернігівська обл., Ніжинська міська рада"
"Політична партія ""Наш край""",   8.33,"Чернігівська обл., Ніжинська міська рада"
"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",   8.33,"Чернігівська обл., Ніжинська міська рада"
"Політична Партія ""Опозиційний блок""",   5.56,"Чернігівська обл., Ніжинська міська рада"
